ref	text	macula_lemma	macula_eng	macula_lxx_greek	tbi	sruv06	rv09	bbc
JDG 20:17!5	בִּנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:18!9	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	bani	wa Israeli	Israel	halak
JDG 20:18!17	בִנְיָמִ֑ן	בִּנְיָמִין	Benjamin	βενιαμιν	Suku	wa Benyamini	Benjamín	
JDG 20:18!19	יְהוָ֖ה	יהוה	LORD	κύριος	Jawab	BWANA	jehová	didok
JDG 20:18!20	יְהוּדָ֥ה	יְהוּדָה	Judah	ιουδας	Tuhan	Yuda	Judá	Jahowa
JDG 20:19!3	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:19!7	גִּבְעָֽה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:20!3	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:20!6	בִּנְיָמִ֑ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:20!10	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel		Israel	Israeli	Israel	Israel
JDG 20:20!13	גִּבְעָֽה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:21!3	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:21!5	גִּבְעָ֑ה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:21!7	יִשְׂרָאֵ֜ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	katika Israeli	Israel	Israel
JDG 20:22!4	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:23!3	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:23!6	יְהוָה֮	יהוה	LORD	κυρίου	Tuhan	za BWANA	jehová jehová jehová	Jahowa
JDG 20:23!10	יהוָה֙	יהוה	Lord	κυρίῳ	Tuhan	BWANA	jehová jehová jehová	Jahowa
JDG 20:23!17	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:23!20	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová jehová jehová	Jahowa
JDG 20:24!3	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:24!6	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:25!2	בִנְיָמִ֨ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:25!5	גִּבְעָה֮	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:25!10	יִשְׂרָאֵ֜ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:26!4	יִשְׂרָאֵ֨ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:26!14	יְהוָ֔ה	יהוה	LORD	κυρίου	hadapan	za BWANA	Jehová	adopan
JDG 20:26!24	יְהוָֽה	יהוה	LORD	κυρίου	hadapan	za BWANA	Jehová	adopan
JDG 20:27!3	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel		Israel	Israeli	Israel	Israel
JDG 20:27!4	יהוָ֑ה	יהוה	LORD		Tuhan	kwa BWANA	jehová	Jahowa
JDG 20:28!1	פִינְחָס	פִּינְחָס	Phinehas	φινεες	Pinehas	na Finehasi	Finees	Pinehas
JDG 20:28!3	אֶלְעָזָ֨ר	אֶלְעָזָר	Eleazar	ελεαζαρ	Eleazar	Eleazari	Eleazar	Eleasar
JDG 20:28!5	אַהֲרֹ֜ן	אַהֲרֹן	Aaron	ααρων	Harun	Haruni	Aarón	Aron
JDG 20:28!17	בִנְיָמִ֥ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:28!22	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
JDG 20:29!2	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:29!5	גִּבְעָ֖ה	גִּבְעָה	Gibeah	γαβαα	Gibea	cha Gibea	Gabaa	Gibea
JDG 20:30!3	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:30!6	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:30!11	גִּבְעָ֖ה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:31!3	בִנְיָמִן֙	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:31!26	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	sebagai	Waisraeli	Israel	
JDG 20:32!3	בִנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:32!9	יִשְׂרָאֵ֣ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:33!3	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel		Israel	wa Israeli	Israel	Israel
JDG 20:33!10	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	menghadang	wa Israeli	Israel	pangonggopi
JDG 20:33!14	גָֽבַע	גִּבְעָה	Geba			geba	Gabaa	
JDG 20:34!3	גִּבְעָ֜ה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:34!9	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:35!2	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
JDG 20:35!4	בִּנְיָמִן֮	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:35!6	יִשְׂרָאֵל֒	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:35!9	יִשְׂרָאֵ֤ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 20:35!10	בִנְיָמִן֙	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:36!3	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:36!8	יִשְׂרָאֵ֤ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:36!10	בִנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:36!18	גִּבְעָֽה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:37!5	גִּבְעָ֑ה	גִּבְעָה	Gibeah	γαβαα	Gibea	Gibea	Gabaa	Gibea
JDG 20:38!4	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:39!3	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel		Israel	wa Israeli	Israel	Israel
JDG 20:39!5	בִנְיָמִ֡ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 20:39!10	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:40!9	בִּנְיָמִן֙	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Wabenyamini	Benjamín	Benjamin
JDG 20:41!2	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:41!6	בִּנְיָמִ֑ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 20:42!4	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel Israel	Israel
JDG 20:43!3	בִּנְיָמִן֙	בִּנְיָמִין	Benjaminites	βενιαμιν	Benyamin	Wabenyamini	Benjamín	Benjamin
JDG 20:43!9	גִּבְעָ֖ה	גִּבְעָה	Gibeah	γαβαα	Gibea	mwa Gibea	Gabaa	Gibea
JDG 20:44!2	בִּנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Wabenyamini	Benjamín	Benjamin
JDG 20:45!6	רִמּ֔וֹן	רִמּוֹן	Rimmon	ρεμμων	Rimon	la Rimoni	Rimón	Rimmon
JDG 20:45!15	גִּדְעֹ֔ם	גִּדְעֹם	Gidom	γεδαν		Gidomu	Gidom	
JDG 20:46!4	בִּנְיָמִ֗ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	ya watu wa Benyamini	Benjamín	Benjamin
JDG 20:47!6	רִמּ֔וֹן	רִמּוֹן	Rimmon	ρεμμων	Rimon	la Rimoni	Rimón	Rimmon
JDG 20:47!12	רִמּ֔וֹן	רִמּוֹן	Rimmon	ρεμμων	delima	la Rimoni	Rimón	
JDG 20:48!2	יִשְׂרָאֵ֜ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 20:48!6	בִנְיָמִן֙	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 21:1!2	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 21:1!4	מִּצְפָּ֖ה	מִצְפָּה	Mizpah	μασσηφα	Mizpa	huko katika Mispa	Mizpa	Mispa
JDG 21:1!11	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 21:3!3	יְהוָה֙	יהוה	LORD	κύριε	Mengapa	Ee BWANA	jehová	boasa
JDG 21:3!5	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Allah	wa Israeli	Israel	Debata
JDG 21:3!8	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel		sebagai	katika Israeli	Israel	
JDG 21:3!11	יִּשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ		katika Israeli	Israel	
JDG 21:5!3	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 21:5!11	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	za Israeli	Israel	Israel
JDG 21:5!13	יְהוָ֑ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová jehová	Jahowa
JDG 21:5!22	יְהוָ֧ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová jehová	Jahowa
JDG 21:5!23	מִּצְפָּ֛ה	מִצְפָּה	Mizpah	μασσηφα	Mizpa	huko Mispa	Mizpa	Mispa
JDG 21:6!3	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
JDG 21:6!5	בִּנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 21:6!12	יִּשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	na Israeli	Israel	Israel
JDG 21:7!8	יהוָ֔ה	יהוה	LORD	κυρίῳ	Tuhan	kwa BWANA	jehová	Jahowa
JDG 21:8!5	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	ya Israeli	Israel	Israel
JDG 21:8!10	יְהוָ֖ה	יהוה	LORD	κύριον	Tuhan	ya Bwana	jehová	Jahowa
JDG 21:8!11	מִּצְפָּ֑ה	מִצְפָּה	Mizpah	μασσηφα	Mizpa	huko Mispa	Mizpa	Mispa
JDG 21:8!18	יָּבֵ֥ישׁ	יָבֵשׁ			Yabesh-Gilead		Jabes galaad	
JDG 21:8!19	גִּלְעָ֖ד	גִּלְעָד			gilead		Jabes galaad	Gilead
JDG 21:9!8	יָבֵ֥שׁ	יָבֵשׁ			Yabesh-Gilead	wa Yabesh	Jabes galaad	
JDG 21:9!9	גִּלְעָֽד	גִּלְעָד			gilead	gileadi	Jabes galaad	Gilead
JDG 21:10!17	יָבֵ֤שׁ	יָבֵשׁ			Yabesh-Gilead	wa Yabesh	Jabes galaad	
JDG 21:10!18	גִּלְעָד֙	גִּלְעָד			gilead	gileadi	Jabes galaad	Gilead
JDG 21:12!3	יָבֵ֣ישׁ	יָבֵשׁ		τετρακοσίας	Yabesh-Gilead	wa Yabesh	Jabes galaad	
JDG 21:12!4	גִּלְעָ֗ד	גִּלְעָד		τετρακοσίας	gilead	gileadi	Jabes galaad	Gilead
JDG 21:12!19	שִׁלֹ֔ה	שִׁלוֹ	Shiloh		Silo	huko Shilo	Silo	Silo
JDG 21:12!22	כְּנָֽעַן	כְּנַ֫עַן	Canaan		Kanaan	ya Kanaani	Canaán	Kanaan
JDG 21:13!7	בִנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 21:13!10	רִמּ֑וֹן	רִמּוֹן	Rimmon	ρεμμων	Rimon	la Rimoni		Rimmon
JDG 21:14!2	בִּנְיָמִן֙	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 21:14!11	יָבֵ֣שׁ	יָבֵשׁ			yabesh	wa Yabesh gileadi	Jabes galaad	Jabes
JDG 21:14!12	גִּלְעָ֑ד	גִּלְעָד			Yabesh-Gilead	wa Yabesh gileadi	Jabes galaad	
JDG 21:15!3	בִנְיָמִ֑ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Wabenyamini	Benjamín	Benjamin
JDG 21:15!6	יְהוָ֛ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
JDG 21:15!9	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	ya Israeli	Israel	Israel
JDG 21:16!10	בִּנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wanawake katika Benyamini	Benjamín	Benjamin
JDG 21:17!4	בִנְיָמִ֑ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 21:17!8	יִּשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 21:18!11	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 21:18!16	בִנְיָמִֽן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	benjamitas	Benjamin
JDG 21:19!4	יְהוָ֨ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
JDG 21:19!5	שִׁל֜וֹ	שִׁלוֹ	Shiloh	σηλων	Silo	katika Shilo	Silo	Silo
JDG 21:19!20	לְבוֹנָֽה	לְבוֹנָה	Lebonah	λεβωνα	selatan	mwa Lebona	Lebona	dangsina
JDG 21:20!5	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	wa Benyamini	Benjamín	Benjamin
JDG 21:21!6	שִׁילוֹ֮	שִׁלוֹ	Shiloh	σηλων	Silo	za Shilo	Silo	Silo
JDG 21:21!17	שִׁיל֑וֹ	שִׁלוֹ	Shiloh	σηλων	Silo	za Shilo	Silo	Silo
JDG 21:21!20	בִּנְיָמִֽן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	ya Benyamini	Benjamín	Benjamin
JDG 21:23!4	בִנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
JDG 21:24!4	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
JDG 21:25!5	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	katika Israeli	Israel	Israel
RUT 1:1!12	יְהוּדָ֗ה	יְהוּדָה	Judah	ιουδα	roti	Yuda	Judá	
RUT 1:1!15	מוֹאָ֔ב	מוֹאָב	Moab	μωαβ	ladang	Moabu	Moab	
RUT 1:2!3	אֱֽלִימֶ֡לֶךְ	אֱלִימֶ֫לֶךְ	Elimelech	αβιμελεξ	Elimelekh	aliitwa Elimeleki	Elimelec	Elimelek
RUT 1:2!6	נָעֳמִ֜י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 1:2!10	מַחְל֤וֹן	מַחְלוֹן	Mahlon	μααλων	Mahlon	Maloni	Mahlón	Malon
RUT 1:2!11	כִלְיוֹן֙	כִּלְיוֹן	Chilion	ξελαιων	Kilyon	na Kilioni	Quelión	Kilian
RUT 1:2!15	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	roti	Yuda	Judá	
RUT 1:2!18	מוֹאָ֖ב	מוֹאָב	Moab	μωαβ	Efrata	ya Moabu	Moab	Eprata
RUT 1:3!2	אֱלִימֶ֖לֶךְ	אֱלִימֶ֫לֶךְ	Elimelech	αβιμελεξ	Elimelekh	Elimeleki	Elimelec	Elimelek
RUT 1:3!4	נָעֳמִ֑י	נׇעֳמִי	Naomi’s	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 1:4!7	עָרְפָּ֔ה	עׇרְפָּה	Orpah	ορφα	Orpa	aliitwa Orpa	Orfa	Orpa
RUT 1:4!10	ר֑וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 1:5!4	מַחְל֣וֹן	מַחְלוֹן	Mahlon	μααλων	Mahlon	Maloni	Mahlón	Malon
RUT 1:5!5	כִלְי֑וֹן	כִּלְיוֹן	Chilion	ξελαιων	Kilyon	na Kilioni	Quelión	Kilian
RUT 1:6!6	מוֹאָ֑ב	מוֹאָב	Moab	μωαβ	Moab	ya Moabu	Moab	Moab
RUT 1:6!10	מוֹאָ֔ב	מוֹאָב	Moab	μωαβ	Moab	ya Moabu	Moab	Moab
RUT 1:6!13	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
RUT 1:7!15	יְהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yehuda	ya Yuda	Judá	Juda
RUT 1:8!2	נָעֳמִי֙	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 1:8!12	יְהוָ֤ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
RUT 1:9!2	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
RUT 1:11!2	נָעֳמִי֙	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 1:13!22	יְהוָֽה	יהוה	LORD’s	κυρίου	Tuhan	wa BWANA	Jehová	Jahowa
RUT 1:14!6	עָרְפָּה֙	עׇרְפָּה	Orpah	ορφα	Orpa	Orpa	Orfa	Orpa
RUT 1:14!8	ר֖וּת	רוּת	Ruth	ρουθ	Rut	lakini Ruthu	Rut	Rut
RUT 1:16!2	רוּת֙	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 1:17!8	יְהוָ֥ה	יהוה	LORD	μοι	Tuhan	BWANA	Jehová	Jahowa
RUT 1:19!17	נָעֳמִֽי	נׇעֳמִי	Naomi	νωεμιν	kah	ni Naomi	Noemí	
RUT 1:20!6	נָעֳמִ֑י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 1:20!9	מָרָ֔א	מָרָא	mara	πικράν	pahit	Mara	Mara	paet
RUT 1:20!12	שַׁדַּ֛י	שַׁדַּי	Almighty		Mahakuasa	Mwenyezi Mungu	Todopoderoso	Nasunhinagogo
RUT 1:21!6	יְהוָ֑ה	יהוה	LORD		Tuhan	naye BWANA	Jehová	Jahowa
RUT 1:21!10	נָעֳמִ֔י	נׇעֳמִי	Naomi	νωεμιν		Naomi	Noemí	
RUT 1:21!11	יהוָה֙	יהוה	LORD	κύριος		ikiwa BWANA	Jehová	
RUT 1:21!14	שַׁדַּ֖י	שַׁדַּי	Almighty			na Mwenyezi Mungu	Todopoderoso	
RUT 1:22!2	נָעֳמִ֗י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 1:22!3	ר֨וּת	רוּת	Ruth	ρουθ	Rut	na Ruthu	Rut	Rut
RUT 1:22!9	מוֹאָ֑ב	מוֹאָב	Moab	μωαβ	Moab	Moabu	Moab	Moab
RUT 2:1!1	נָעֳמִ֞י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Basi huyo Naomi	Noemí	Naomi
RUT 2:1!9	אֱלִימֶ֑לֶךְ	אֱלִימֶ֫לֶךְ	Elimelech	αβιμελεξ	Elimelekh	Elimeleki	Elimelec	Elimelek
RUT 2:1!11	בֹּֽעַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:2!2	ר֨וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 2:2!5	נָעֳמִ֗י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 2:3!11	בֹ֔עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:3!14	אֱלִימֶֽלֶךְ	אֱלִימֶ֫לֶךְ	Elimelech	αβιμελεξ	Elimelekh	Elimeleki	Elimelec	Elimelek
RUT 2:4!2	בֹ֗עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:4!8	יְהוָ֣ה	יהוה	LORD	κύριος	penyabit-penyabit	BWANA	Jehová	
RUT 2:4!13	יְהוָֽה	יהוה	LORD	κύριος	memberkati	BWANA	Jehová	dipasupasu
RUT 2:5!2	בֹּ֨עַז֙	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:6!12	נָעֳמִ֖י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 2:6!14	מוֹאָֽב	מוֹאָב	Moab	μωαβ	Moab	ya Moabu	Moab	Moab
RUT 2:8!2	בֹּ֨עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:8!4	ר֜וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 2:11!2	בֹּ֨עַז֙	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:12!2	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
RUT 2:12!8	יְהוָה֙	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
RUT 2:12!10	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
RUT 2:14!3	בֹ֜עַז	בֹּ֫עַז	Boaz	βοος	Boas	huyo Boazi	Booz	Boas
RUT 2:15!4	בֹּ֨עַז	בֹּ֫עַז	Boaz	βοος	Boas	huyo Boazi	Booz	Boas
RUT 2:19!25	בֹּֽעַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 2:20!2	נָעֳמִ֜י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 2:20!6	יהוָ֔ה	יהוה	LORD	κυρίῳ	Tuhan	na BWANA	Jehová	Jahowa
RUT 2:20!17	נָעֳמִ֗י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 2:21!2	ר֣וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 2:22!2	נָעֳמִ֖י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 2:22!4	ר֣וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 2:23!3	בֹּ֨עַז֙	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 3:1!3	נָעֳמִ֣י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Naomi	Noemí	Naomi
RUT 3:2!3	בֹ֨עַז֙	בֹּ֫עַז	Boaz	βοος	Boas	na huyu Boazi	Booz	Boas
RUT 3:7!2	בֹּ֤עַז	בֹּ֫עַז	Boaz	βοος	Boas	huyo Boazi	Booz	Boas
RUT 3:9!6	ר֣וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 3:10!4	יהוָה֙	יהוה	LORD	κυρίῳ	Tuhan	BWANA	Jehová	Jahowa
RUT 3:13!16	יְהוָ֑ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
RUT 4:1!1	בֹ֨עַז	בֹּ֫עַז	Boaz	βοος	Boas	Basi Boazi	Booz	Boas
RUT 4:1!11	בֹּ֔עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 4:3!7	אֱלִימֶ֑לֶךְ	אֱלִימֶ֫לֶךְ	Elimelech	αβιμελεξ	Elimelekh	Elimeleki	Elimelec	Elimelek
RUT 4:3!9	נָעֳמִ֔י	נׇעֳמִי	Naomi	νωεμιν	Naomi	Huyu Naomi	Noemí	Naomi
RUT 4:3!12	מוֹאָֽב	מוֹאָב	Moab	μωαβ	Moab	Moabu	Moab	Moab
RUT 4:5!2	בֹּ֔עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 4:5!7	נָעֳמִ֑י	נׇעֳמִי	Naomi	νωεμιν	Naomi	mwa Naomi	Noemí	Naomi
RUT 4:5!9	ר֣וּת	רוּת	Ruth	ρουθ	Rut	Ruthu	Rut	Rut
RUT 4:7!3	יִשְׂרָאֵ֜ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	katika Israeli	Israel	Israel
RUT 4:7!18	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	katika Israeli	Israel	Israel
RUT 4:8!3	בֹ֖עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 4:9!2	בֹּ֨עַז	בֹּ֫עַז	Boaz	βοος	Boas	Boazi	Booz	Boas
RUT 4:9!14	אֱלִימֶ֔לֶךְ	אֱלִימֶ֫לֶךְ	Elimelech	αβιμελεξ	Elimelekh	ya Elimeleki	Elimelec	Elimelek
RUT 4:9!18	כִלְי֖וֹן	כִּלְיוֹן	Chilion		Kilyon	ya Kilioni	Quelión	Kilian
